"Variables","VIF"
"clim_var48_mean_19007_20240102",3.7749825613066
"clim_var1_median_19007_20240102",3.32415333689313
"clim_var2_median_19007_20240102",2.97398465564309
"clim_var3_median_19007_20240102",3.25198170416152
"clim_var4_median_19007_20240102",2.77150935924196
"clim_var5_median_19007_20240102",3.55386832396739
"clim_var6_median_19007_20240102",3.37683372362823
"clim_var7_median_19007_20240102",2.9265755302795
"clim_var8_median_19007_20240102",3.29308168248336
"clim_var9_median_19007_20240102",2.95673359147462
"clim_var10_median_19007_20240102",2.72359753302933
"clim_var11_median_19007_20240102",2.85271293619148
"clim_var12_median_19007_20240102",2.69827040516531
"clim_var13_median_19007_20240102",2.93477182951098
"clim_var14_median_19007_20240102",2.63611319590844
"clim_var15_median_19007_20240102",3.1006993890627
"clim_var16_median_19007_20240102",2.75987729777046
"clim_var17_median_19007_20240102",3.52673313401482
"clim_var18_median_19007_20240102",2.8891529060688
"clim_var19_median_19007_20240102",2.88357951866452
"clim_var20_median_19007_20240102",2.94808244532696
"clim_var21_median_19007_20240102",3.57208382648953
"clim_var22_median_19007_20240102",3.28917787421668
"clim_var23_median_19007_20240102",2.69167567300972
"clim_var24_median_19007_20240102",3.22730577707677
"clim_var25_median_19007_20240102",3.0178721298131
"clim_var26_median_19007_20240102",2.8852443155868
"clim_var27_median_19007_20240102",2.81949052261792
"clim_var28_median_19007_20240102",3.16450818970527
"clim_var29_median_19007_20240102",3.13694711837395
"clim_var30_median_19007_20240102",2.73589724159421
"clim_var31_median_19007_20240102",2.62287899950222
"clim_var32_median_19007_20240102",2.97899195184554
"clim_var33_median_19007_20240102",2.71389894239118
"clim_var34_median_19007_20240102",3.23856389566361
"clim_var35_median_19007_20240102",3.00505349233111
"clim_var36_median_19007_20240102",3.25564655851642
"clim_var37_median_19007_20240102",3.18147713339996
"clim_var38_median_19007_20240102",3.47184463764312
"clim_var39_median_19007_20240102",2.84329678561683
"clim_var40_median_19007_20240102",2.9680593563633
"clim_var42_median_19007_20240102",3.43054363794569
"clim_var43_median_19007_20240102",3.56692116281649
"clim_var44_median_19007_20240102",3.26769654976909
"clim_var45_median_19007_20240102",3.39060842174304
