"EP_Plotid","EP_Plotid0","GP_Plotid","GP_Plotid0","clim_var3_median_19007_20240102","clim_var4_median_19007_20240102","clim_var6_median_19007_20240102","clim_var7_median_19007_20240102","clim_var8_median_19007_20240102","clim_var10_median_19007_20240102","clim_var11_median_19007_20240102","clim_var12_median_19007_20240102","clim_var13_median_19007_20240102","clim_var14_median_19007_20240102","clim_var15_median_19007_20240102","clim_var16_median_19007_20240102","clim_var19_median_19007_20240102","clim_var20_median_19007_20240102","clim_var23_median_19007_20240102","clim_var24_median_19007_20240102","clim_var25_median_19007_20240102","clim_var26_median_19007_20240102","clim_var27_median_19007_20240102","clim_var28_median_19007_20240102","clim_var29_median_19007_20240102","clim_var30_median_19007_20240102","clim_var31_median_19007_20240102","clim_var32_median_19007_20240102","clim_var33_median_19007_20240102","clim_var34_median_19007_20240102","clim_var35_median_19007_20240102","clim_var36_median_19007_20240102","clim_var37_median_19007_20240102","clim_var39_median_19007_20240102","clim_var40_median_19007_20240102","clim_var44_median_19007_20240102","clim_var45_median_19007_20240102","clim_var49_median_19007_20240102","clim_var50_median_19007_20240102","clim_var1_mad_19007_20240102","clim_var2_mad_19007_20240102","clim_var3_mad_19007_20240102","clim_var5_mad_19007_20240102","clim_var6_mad_19007_20240102","clim_var12_mad_19007_20240102","clim_var13_mad_19007_20240102","clim_var14_mad_19007_20240102","clim_var15_mad_19007_20240102","clim_var19_mad_19007_20240102","clim_var20_mad_19007_20240102","clim_var21_mad_19007_20240102","clim_var23_mad_19007_20240102","clim_var24_mad_19007_20240102","clim_var29_mad_19007_20240102","clim_var30_mad_19007_20240102","clim_var32_mad_19007_20240102","clim_var33_mad_19007_20240102","clim_var34_mad_19007_20240102","clim_var35_mad_19007_20240102","clim_var36_mad_19007_20240102","clim_var37_mad_19007_20240102","clim_var38_mad_19007_20240102","clim_var39_mad_19007_20240102","clim_var41_mad_19007_20240102","clim_var42_mad_19007_20240102","clim_var43_mad_19007_20240102","clim_var44_mad_19007_20240102","clim_var45_mad_19007_20240102","clim_var47_mad_19007_20240102","clim_var50_mad_19007_20240102","clim_var1_min_19007_20240102","clim_var2_min_19007_20240102","clim_var4_min_19007_20240102","clim_var8_min_19007_20240102","clim_var9_min_19007_20240102","clim_var10_min_19007_20240102","clim_var11_min_19007_20240102","clim_var13_min_19007_20240102","clim_var16_min_19007_20240102","clim_var17_min_19007_20240102","clim_var18_min_19007_20240102","clim_var20_min_19007_20240102","clim_var21_min_19007_20240102","clim_var22_min_19007_20240102","clim_var23_min_19007_20240102","clim_var24_min_19007_20240102","clim_var25_min_19007_20240102","clim_var26_min_19007_20240102","clim_var27_min_19007_20240102","clim_var28_min_19007_20240102","clim_var29_min_19007_20240102","clim_var30_min_19007_20240102","clim_var31_min_19007_20240102","clim_var32_min_19007_20240102","clim_var35_min_19007_20240102","clim_var37_min_19007_20240102","clim_var38_min_19007_20240102","clim_var40_min_19007_20240102","clim_var41_min_19007_20240102","clim_var42_min_19007_20240102","clim_var43_min_19007_20240102","clim_var44_min_19007_20240102","clim_var46_min_19007_20240102","clim_var47_min_19007_20240102","clim_var48_min_19007_20240102","clim_var1_max_19007_20240102","clim_var2_max_19007_20240102","clim_var5_max_19007_20240102","clim_var7_max_19007_20240102","clim_var9_max_19007_20240102","clim_var11_max_19007_20240102","clim_var12_max_19007_20240102","clim_var14_max_19007_20240102","clim_var16_max_19007_20240102","clim_var17_max_19007_20240102","clim_var18_max_19007_20240102","clim_var19_max_19007_20240102","clim_var20_max_19007_20240102","clim_var21_max_19007_20240102","clim_var22_max_19007_20240102","clim_var23_max_19007_20240102","clim_var24_max_19007_20240102","clim_var26_max_19007_20240102","clim_var27_max_19007_20240102","clim_var28_max_19007_20240102","clim_var30_max_19007_20240102","clim_var31_max_19007_20240102","clim_var34_max_19007_20240102","clim_var38_max_19007_20240102","clim_var39_max_19007_20240102","clim_var41_max_19007_20240102","clim_var42_max_19007_20240102","clim_var43_max_19007_20240102","clim_var44_max_19007_20240102","clim_var46_max_19007_20240102","clim_var47_max_19007_20240102","clim_var48_max_19007_20240102","clim_var49_max_19007_20240102","Shannon_25067_2"
"AEG1","AEG01","A19557","A19557",1.5252164658159,6.50355581194163,-1.37267537415028,-5.40497846435755,5.70923772174865,1.52725242543965,-1.10555259510875,3.19712576456368,-7.50959782861173,-2.79940836131573,-3.27398617751896,-7.04341909382492,3.09993788599968,8.49841373972595,-8.68164468090981,-2.71117699798196,-6.61977877374738,-0.885074171237646,0.791817530989647,2.42404118180275,-4.90883884485811,-4.58960558753461,2.18819374218583,-0.11500486172736,4.68033944722265,8.65209982730449,4.77367084939033,-2.90900942869485,-0.278671104460954,0.23597851395607,-5.31327169388532,4.93221607990563,-3.58620775863528,1.95526402909309,-2.26999048609287,7.50887754373253,13.0758490692824,8.63500533159824,8.08512437622997,4.49511246290058,6.88731753267347,7.23070293664932,8.11290216632187,4.41672845743597,4.71295249182731,7.71711661480367,9.07594963908195,9.94348941836504,9.37676670029757,8.79497025161982,8.80023013334724,13.136190995574,5.65195777919144,10.688229012303,11.9638055469841,8.67846980225298,9.05638142954558,9.9241522606462,8.02158349659294,8.36667362600565,5.46042601112277,8.29062086064369,8.52970231324436,13.3639625273645,9.53348094597462,4.61908431258053,-15.5894692335278,-19.5461621321738,-14.6948597859591,-19.1899219434708,-18.628366459161,-19.6750179957598,-19.5312523841858,-16.8365541379899,-19.3040034733713,-18.048185473308,-16.5092013590038,-15.5826395004988,-19.1389885917306,-18.0414824467152,-19.6739266254008,-18.6097963619977,-19.1195681598037,-19.4062093365937,-15.7999886758626,-17.3320334497839,-18.6255498789251,-18.0804579798132,-19.5227835513651,-18.7453142367303,-16.7280063778162,-18.8535807374865,-17.3674913588911,-13.8910548575222,-17.2876236960292,-19.4756224937737,-18.7253843899816,-17.1669825259596,-19.9439803231508,-18.6553130857646,-16.6999822854996,19.2042733263224,14.9655857589096,17.0693927723914,16.4357015863061,19.217664450407,18.6070749443024,17.0402090623975,19.8099393025041,19.9529678467661,19.7471590247005,19.0497948788106,14.4314755033702,19.3630671966821,19.3951025884598,19.1759492270648,19.8040180467069,18.1734685506672,18.3486990816891,18.3006561733782,17.2650072909892,17.2744937241077,19.6492561139166,19.8667879030108,15.0724613294005,19.5344091299921,17.1888637822121,16.4291928615421,19.8634230531752,18.0834624450654,18.4220546390861,18.6379011813551,12.4470039270818,16.3660713750869,7.27016335185892
"AEG2","AEG02","A39275","A39275",-3.75583442859352,-16.9756986480206,-0.670831240713598,1.9427394028753,8.55375836137683,3.05000130087137,5.3914531506598,2.81795184593648,-1.09862511511892,2.97582148574293,2.57543912157417,6.57352096401155,1.23412574175745,6.94598119705915,-1.27659441437572,-4.83741894364355,3.87686286121607,3.91382812522352,5.31913474667818,-3.58248932752758,-5.91553429607302,3.16338463220745,-1.04514042381197,-2.56806144025177,-9.95973099954426,1.34030297398567,-5.99959428887814,3.68440832942724,-3.47802435513586,-6.51073016691953,0.658441339619455,-0.951971760950982,-4.5146937482059,-2.99331777729094,-5.64998226705939,7.63375202193856,7.98672096803779,7.37996495328844,8.81505373865366,8.21621315553784,10.8521662792191,10.0948641868308,10.5155426869169,5.72389921173453,6.60457033663988,8.14912272617221,10.8053351566195,7.19805776141584,11.6172416694462,10.5016980646178,10.2128604380414,9.79892147704958,6.18382811546329,8.02721557207406,5.01767511013897,3.35703009273857,11.3200676580891,14.509285390377,10.4530102387071,10.911647900939,7.58403735235332,12.7057462185621,8.47237919922918,9.9710678914562,5.09496844839305,7.14865660294886,-18.8673171494156,-16.45746816881,-19.718405706808,-19.472582899034,-18.3360763918608,-16.4394554495811,-14.1696148458868,-17.0436035655439,-18.7229625787586,-18.2918154541403,-17.8354343399405,-15.303833084181,-19.61076262407,-10.8567658718675,-16.9689346663654,-18.521685982123,-19.5985875278711,-15.5380426160991,-19.4178363494575,-15.6808567885309,-19.7205225471407,-18.8206548523158,-19.2975287511945,-13.8322694506496,-19.8270388599485,-18.7481803260744,-19.2989483196288,-12.8147905692458,-17.921218117699,-15.8573737274855,-16.6247260384262,-18.6017008405179,-18.5397808533162,-19.2998282145709,-15.1263781730086,12.400168934837,19.2558621522039,17.2198615223169,17.4846423324198,18.8476278074086,18.5058499779552,16.4485004730523,19.1054668650031,18.2666932512075,16.6380458511412,10.7976682949811,17.9992950055748,17.5245105009526,19.9397662002593,19.7221574839205,14.5347444247454,17.0993277337402,19.4933099113405,18.9941146597266,16.2667880021036,18.400680301711,17.4605586752295,19.7292356938124,16.6423304285854,18.5184798017144,17.4625330604613,18.7213836517185,19.2373670637608,19.5854399818927,17.1735085640103,17.437595454976,19.4348681066185,18.5986174829304,7.24156415009546
"AEG3","AEG03","A48112","A48112",2.52976319286973,0.541648655198514,5.44275939464569,6.69602023437619,4.96349042747169,2.20778452698142,1.49235201999545,-10.326955053024,-2.6482505351305,4.50876908376813,0.732006267644463,9.32811547070741,0.962471286766232,-5.36384263075888,-7.2613308718428,6.98510592337698,8.31921006552875,3.74128600116819,-3.91002577729523,5.24421966634691,4.70098222140222,5.65069626551121,0.149604626931248,1.59536562394351,8.20353636983782,1.00252886768431,-0.0317865004763005,-1.9969959743321,-6.27214627340436,6.83042584452778,-0.089454762637615,-5.07722633425147,0.48364965710789,-1.65926814079285,0.637664860114455,9.08415993209927,7.6674978295341,12.9062331607565,11.0860365955159,10.7301278878004,7.18119175173339,8.39948226697742,8.5260752402246,6.41413983888924,7.68000510521233,11.2727214163169,9.72037808969617,9.3363734846935,4.654352045618,11.9325251318514,7.8946251096204,10.4953260021284,7.74153583683073,9.84752776101231,9.91957494057713,11.7232985515148,6.62756570149214,7.31884034816177,6.12498625647277,7.1617445256561,4.52682802453637,7.91938768699766,7.08022451959549,10.1142204506323,11.1611363291741,6.3063124101609,-19.9187464732677,-19.6623355522752,-19.6490194648504,-17.4890532530844,-19.030533907935,-19.1213813796639,-16.6007616184652,-17.1110504213721,-18.3420088514686,-15.9024150762707,-16.0654927324504,-18.9671266358346,-17.3331805132329,-19.8471265845001,-17.7872701361775,-18.8524874206632,-17.8226715978235,-16.0697747580707,-19.7540074773133,-19.34844924137,-19.2998849507421,-18.6381124611944,-19.7112031187862,-14.5042609702796,-14.3035665526986,-19.405283248052,-9.37893866561353,-16.1787425354123,-15.7620501704514,-17.057656571269,-12.9392559174448,-17.1809734497219,-18.9382616337389,-19.9334706645459,-18.758725496009,11.7549538332969,18.766335118562,19.3782464601099,19.8401853162795,17.5417864788324,15.0388164911419,19.019263824448,18.382111331448,18.1401153095067,17.433166494593,18.6426108144224,16.481576114893,19.2326513398439,15.1173717435449,16.8942814785987,17.2762634605169,14.3117737304419,19.0257478412241,19.3902172986418,17.1052108798176,19.1363672260195,15.8005922846496,19.7234176937491,19.9908975884318,19.3435214739293,19.7743654809892,18.3359422441572,17.9285214282572,18.23027305305,15.5185114685446,18.8085413258523,17.0757363829762,9.57638897933066,7.31433633263565
"AEG4","AEG04","A31160","A31160",4.19647274073214,-4.72449399530888,-2.55148407071829,6.06081112287939,0.240829330869019,8.13973795622587,-3.80703215487301,4.07363394275307,-8.41159684583545,-6.38186459895224,-6.17189383134246,5.87670058012008,2.22187554463745,4.06249671708792,8.54399383999407,1.43565602600574,-0.719516179524362,0.284938057884574,3.59498700127005,-2.69925591535866,-3.97876144386828,0.261715659871695,1.71221877913923,0.075514875352383,7.46388644445687,0.853686719201507,6.08418129384517,-1.94586849305779,-0.382962059229614,-4.66429313644766,6.54238865710795,7.06301005557179,-1.57960018143058,-7.00966807547957,-11.9878301164135,9.75420865230262,9.61787871085108,5.35076420288533,12.0540717896074,9.43717826157808,9.67780137900263,7.36331795342267,10.6531686102971,8.44064629171044,7.77329612988978,6.67480390053243,4.40636171959341,8.48241126630458,9.59763252642008,6.04360216297209,9.72212532069533,7.77157755568624,7.21132159698752,5.62122413888574,9.94831115473063,9.74249148741364,9.12050197832286,8.49376207217574,8.30493116751313,5.75753271114081,5.46299025882035,8.26405041385442,5.28669047169386,4.26480545196682,9.91028000134975,5.4667607322335,-15.5987851601094,-17.3592595849186,-19.9382263515145,-16.6681319940835,-19.9319212511182,-19.8129152413458,-17.7379110548645,-19.5514049567282,-16.534170396626,-17.8654266428202,-19.0100030787289,-12.2983472421765,-16.377998739481,-19.1182689554989,-19.7052764613181,-13.3354615140706,-17.9325537383556,-18.0546674039215,-13.134854529053,-16.5668676421046,-18.5480883624405,-19.1014710906893,-15.7566547300667,-19.1102610900998,-18.6267627310008,-18.275352101773,-15.8289918024093,-15.6860261131078,-15.8581317402422,-18.9094308950007,-16.1366183683276,-15.3160047158599,-16.0487577691674,-18.1808079499751,-18.0635106377304,18.954694699496,19.5629352889955,19.8639259394258,19.8781926836818,19.23260233365,19.8446226492524,16.4241574704647,16.3414474576712,13.5203267913312,19.3853247817606,19.1541204508394,19.3877019453794,13.7073697336018,15.5952934082597,17.6181738916785,18.5526348650455,17.0503707509488,13.6126964539289,19.4898273702711,18.5404643323272,18.8222562707961,18.699283991009,14.6687269303948,17.6918350346386,9.74196400493383,19.5935420598835,18.0863406788558,16.4352673105896,19.3702325504273,16.6295199934393,19.9337561894208,18.5761862434447,13.2485050335526,7.23362345382391
"AEG5","AEG05","A34237","A34237",-1.43783302046359,-3.59832950867712,6.40633850358427,8.83365131448956,5.3303497703746,-4.89608418662101,-1.96964548435062,9.63644260074943,-0.286034378223121,-7.34028541017323,0.4667813424021,-0.0173514941707255,9.11776824854315,-0.021013640798628,0.0650547724217201,2.66471857205033,0.529630021192134,5.12072078883648,-1.77909881342203,0.178195931948721,5.64543540589512,0.239912699908015,4.88545609638095,1.35239843279124,3.60414871480315,0.112415179610255,4.03748489450664,1.02336739189923,1.75768844783306,-2.13068462908268,-3.38481828104705,-0.44522907119244,-6.52535161003471,2.69618983846158,-7.61479054577649,6.43097813706845,10.6279922137037,13.8775957329199,9.68986433930699,4.64533547405155,7.58428582455961,14.5285316836089,8.14021516591309,10.0099183665588,5.9386804094538,9.66135874856263,8.07912475895136,9.4445181498304,6.48491460364312,7.05203517340124,13.0023208633066,6.39440306462348,5.52125082351268,7.57614710368216,10.3922124113888,6.1837465967983,9.89906181115657,6.00443275179714,11.9739896198735,8.36324016563595,4.6690809587017,13.9579314971343,11.2049662135541,5.53972638677805,6.74631500616669,7.45910501107576,-13.9329174067825,-18.433054536581,-18.1728321127594,-19.9732066504657,-10.591011242941,-16.0771725978702,-18.79529110156,-19.0880307648331,-14.1754688322544,-19.942626664415,-19.3061347864568,-17.305827466771,-19.671868160367,-16.8870624154806,-18.3944487571716,-14.0928489807993,-19.4133091252297,-17.5487377401441,-19.5364309847355,-19.8630339559168,-9.62096547707915,-19.4736367464066,-19.1106267087162,-19.4167494215071,-12.4186900351197,-12.3159207869321,-19.4921755976975,-17.7509232982993,-17.8088268730789,-12.1349870227277,-19.9908531922847,-19.6544292662293,-19.9251187033951,-14.3863174784929,-18.0142761860043,19.6173803880811,16.5717592369765,19.4308383855969,18.7938840780407,17.621586471796,13.631164431572,19.9824060406536,15.6871651206166,19.9356199428439,16.8266675248742,17.0656251814216,16.2241830583662,19.9739310145378,19.970838278532,17.8702574037015,14.9389940965921,19.4017889443785,18.346985373646,14.2151331622154,16.4091441780329,19.5335226599127,15.0582368206233,18.2089700736105,18.0795736424625,19.5919592026621,19.9879895616323,19.042428843677,16.5843914076686,19.2874738201499,18.3010080549866,18.7503368314356,18.3371906448156,12.2522696480155,7.2490363748669
"AEG6","AEG06","A34651","A34651",-3.55961245950312,9.79487703647466,-7.79501220677048,7.21118534449488,-8.72993004973977,1.72964920755476,-0.117580178193748,8.28797966707498,0.458206599578261,-1.26542552839965,-1.11648998223245,0.97128097899258,-7.89415162988007,3.34619775414467,-5.11566249188036,-7.78975428082049,-1.43601704388857,-5.99765799939632,0.831020497716961,11.5734223788604,4.70798827707767,3.57095537707209,0.099522192031145,1.50050901342183,-2.41409611422568,7.36989120487124,1.45101498346776,-1.72548801172524,1.74587889108807,1.06553142424673,1.16918993648141,-2.85822263918817,5.43694763910026,3.68400505743921,-1.87183895148337,9.50299327261746,6.27347337082028,6.3637410849333,9.91574490908535,5.82337647676467,8.1273856712505,6.8807309679687,11.2781555671245,15.1570132002234,5.88772649411108,5.7403205661103,4.63254465721547,7.25337681826204,9.44288406986741,10.5576128372922,8.03653386887165,9.93415242526683,6.83512537740171,11.370452628471,9.16498441249133,7.71815567277372,15.7739255577326,9.3312980653718,9.80966601520775,8.38665523100645,6.2305240705609,7.17599935363978,12.1810268098488,6.81751559954137,8.86509428266436,11.1525852791965,-14.0220326185226,-18.2479310873896,-15.0835213344544,-17.7284693252295,-18.6486578267068,-15.6641012150794,-18.4295723214746,-18.6652727145702,-18.275459036231,-19.7143229283392,-18.5192936006933,-19.3594330083579,-19.250157577917,-19.6266821678728,-17.8736033849418,-19.4304388109595,-14.975661020726,-18.475214317441,-19.443526417017,-19.3708083406091,-19.2444623913616,-18.2875748723745,-18.9657622016966,-19.0147355478257,-15.8805604744703,-18.6241426505148,-18.3235000353307,-17.6384017150849,-16.9045738782734,-17.0989143010229,-19.8829154018313,-19.86347370781,-17.5830334518105,-18.082032231614,-18.1317305378616,17.1417431533337,16.9524550437927,18.2305972464383,17.4123913887888,18.8614810165018,19.8234778270125,19.3827055767179,19.775129025802,19.7089537139982,15.4484182596207,17.0883663650602,15.2327376883477,13.612343845889,16.6271449252963,19.6483989804983,8.80745396018028,16.8055731803179,13.2771450653672,19.744136640802,18.5617202147841,16.9340067543089,19.5220462791622,19.9626820906997,19.4772564247251,12.2374555747956,19.2894584871829,19.8097009304911,19.8367897607386,18.9887096732855,11.9498108420521,19.6715952642262,19.3532095849514,13.5430219490081,7.28230947336847
"AEG7","AEG07","A24854","A24854",-3.32056466024369,5.71484418120235,6.91791553515939,0.436107809655368,2.95811851508916,-5.89340307284147,1.83252186980098,-0.151186012662947,-4.47762229014188,-2.26067649200559,8.7037968216464,-3.66337887011468,1.62589867599308,-8.68795714341104,-6.18808726314455,4.54306515865028,2.90967176202684,2.66168296337128,-2.80311247799546,-14.4099534582347,1.80562867317349,-6.88345517963171,-8.32877941895276,-1.55478368047624,2.20975007396191,-0.717914197593927,2.31072723865509,-2.16432026587427,-5.8950654277578,5.62909248284995,8.44180034473536,3.87200443539769,-8.25532936025411,-3.5557671636343,-6.73347837757319,6.98337040375919,5.22436539176853,8.70240844320506,4.41947014071048,10.5195050267503,9.12744437344373,7.98012569081038,11.8554181978106,8.46572154201566,7.08553744480013,7.64306296128781,7.59292055387049,5.66174216102809,11.0530893877149,9.92770441807805,5.68372830748554,7.3174239275977,9.99438798986379,4.45032509509474,8.38739374652507,10.4280060529709,6.14710739813745,11.7602807236836,11.3189091021195,9.22917577438058,11.7540659708902,10.6625319179148,11.7016263771802,6.31260964553805,8.88367449864744,8.00719512160869,-8.57695031911135,-13.6461392045021,-17.8981345333159,-18.4666865784675,-17.049239128828,-14.6180365886539,-18.1867524050176,-19.816425004974,-19.0611514635384,-12.9778323415667,-19.9577899463475,-18.5551641322672,-17.8580117225647,-15.1758662238717,-18.7807097379118,-18.638957887888,-18.0678853858262,-19.4111324567348,-18.2176439277828,-19.749116115272,-19.4180808216333,-17.8161261789501,-17.6443897746503,-19.7764097247273,-14.0539819002151,-15.6647798325866,-19.1516543831676,-17.9182222951204,-19.970577666536,-18.1226714421064,-19.3208550941199,-13.8737431354821,-18.8117246702313,-19.525082251057,-19.1465794388205,17.9057536646724,19.3419422861189,18.7193992454559,18.9961279369891,19.2011485807598,16.2790652923286,18.5656177904457,18.0122900381684,16.1044931784272,17.2834389377385,18.2562146428972,16.3372631929815,18.8459071796387,19.7981271892786,18.2042174227536,19.2844257783145,17.1383416838944,19.7358640283346,17.8579136915505,19.8364171478897,18.2950440328568,13.0351702775806,16.9325900450349,19.7434813994914,19.0533814392984,14.2569296807051,19.9610694311559,14.9623958114535,19.8153305239975,16.6924252454191,17.5024054292589,19.0537786856294,17.1170823369175,7.23677331252904
"AEG8","AEG08","A42131","A42131",-5.31687725801021,-0.67982376553118,-0.723678902722893,-5.57691452559084,0.593580910935996,-3.75639870297164,-2.66110759228468,-9.49302360881121,0.856277220882478,-0.463139554485678,-2.07941108383238,-4.35649850405752,0.397513587959111,2.79821871779859,3.34641438908875,1.36640284676104,3.47165788058191,-1.53410600032657,4.33370433747768,8.87039880268275,-5.02325770445168,12.8627573139965,8.84103856980801,-5.90269250795245,-4.56723443698138,-0.607129475101828,8.76279452815652,6.80891688447446,3.75055284705013,3.46977666486054,4.78018990252167,2.6733275456354,-3.54659957811236,1.20860601775348,2.13608456775546,6.47521728649736,11.3986252527684,11.1559351114556,11.0716188140213,11.3338194182143,7.12262893095614,7.5250558834523,8.24971670750528,5.94366776756942,8.40179662685841,7.63152007013558,9.53977953642607,10.8588478248566,14.5206975098699,9.80228007305412,5.63770759385076,7.61819082312286,6.35736383497715,8.18414840847253,5.98648868035528,7.97553190961479,7.21845263615251,11.1480223108083,8.4401405416429,5.83220875356347,9.19571190141141,6.78979071788488,9.1519177891314,6.16961288731546,14.8415096290409,8.94421045668424,-19.7087740432471,-18.2974188867956,-12.0980944018811,-16.6858638543636,-19.4335680548102,-15.3544973488897,-19.0559953730553,-19.0293163899332,-18.3329900540411,-16.7087289877236,-16.5855264477432,-13.7056378927082,-18.8182658981532,-19.3768928386271,-19.1182967834175,-18.5685901157558,-15.7268396578729,-19.1642501577735,-13.1877645198256,-15.4397084191442,-18.1992020644248,-19.1919199284166,-16.4418516214937,-19.9691369757056,-15.9557452518493,-8.18929723463953,-18.532708613202,-16.8224326055497,-17.5952328648418,-15.9105981234461,-19.0393915306777,-14.8327879048884,-19.6911104395986,-17.5648428220302,-18.1790680810809,17.764163184911,19.640741283074,17.6034053135663,19.72935997881,19.629127997905,18.6848794482648,14.0465551614761,12.1024078596383,19.1578494478017,16.7984832450747,16.2925123237073,15.7850998919457,19.9130440596491,19.1133215092123,11.8519640341401,16.3072392903268,18.3230721391737,11.8282713275403,19.1293909493834,18.9062819257379,19.123258497566,18.4992469102144,18.1812145933509,17.6015797164291,19.7117358911783,17.4386497307569,17.9129156749696,18.3750720042735,19.5965657290071,17.5202968530357,19.8480339720845,18.4984762594104,16.2293738126755,7.27207717274777
"AEG9","AEG09","A43687","A43687",-0.249016201123597,2.36097930464893,4.74435325246304,-3.58583064284176,-6.31949889007956,-1.42565641086549,-2.30781671125442,-3.49030633457005,-0.649305302649737,-2.46938856784254,5.42985992971808,-4.27397391293198,-8.30142975784838,-4.65415601618588,-3.49590382073075,5.29776768293231,-1.16316304542124,4.71798514481634,-4.32133756577969,0.177342928946018,-3.85330950841308,-0.456473976373672,0.215672864578664,-5.23286721669137,1.63087753113359,2.20994093455374,-1.57817320898175,-8.97508798167109,-4.19847017619759,0.588508918881415,3.85611203033477,-9.57808540202678,4.44870050530881,-8.3501343941316,3.65298273507506,11.7235589725897,10.6744322646409,7.95795691665262,6.70282651670278,8.97108600009232,11.7788240965456,11.5988911408931,10.347262234427,9.06178581528367,6.74458853434773,10.3290741099045,12.5551857659594,11.1359027167782,9.83840588014574,12.8185214754194,8.50353932473809,10.9910922916606,6.84655059594661,11.9881226774305,10.5720980791375,8.6975917965174,11.3293388066814,6.7745690094307,8.1581273349002,10.0341354496777,13.4848242858425,8.27481739223003,7.47993285767734,11.5621826704591,7.34053998719901,8.31571740563959,-18.598925517872,-15.7503700070083,-16.5884469728917,-19.8594946414232,-19.5334491040558,-17.281974228099,-17.2095163166523,-19.587301146239,-18.017949257046,-13.2960266526788,-18.9663051534444,-17.3818987235427,-19.4405530765653,-15.5535795446485,-16.9909148290753,-19.0412145573646,-19.75556015037,-18.2241807132959,-19.084188779816,-5.66452978178859,-19.7483635228127,-18.1416437216103,-13.6325377970934,-18.6799691617489,-17.0642691850662,-19.402591874823,-19.6272341627628,-15.1757714059204,-19.9834530800581,-18.1353660393506,-18.3975093998015,-17.9467931762338,-14.0208474639803,-12.8015216719359,-19.6474789921194,17.397356107831,19.92954258807,17.0604536216706,17.4884018860757,16.5509787667543,19.375658147037,19.021839350462,17.5213062856346,16.586761539802,19.6658280864358,19.5804911106825,17.9551762249321,19.5565104205161,18.6692091450095,19.3172841239721,15.4618199262768,19.7833333164454,19.9921257700771,19.7336636297405,11.6285103280097,16.897966247052,14.3231207225472,18.9593184553087,17.9348385613412,11.3287702202797,12.8313356544822,19.732911773026,19.7138318605721,16.2245621159673,17.5018348451704,17.5088178087026,19.5306489057839,19.8570749908686,7.25047374998918
"AEG10","AEG10","A2277","A02277",0.996477133594455,-2.94888684060425,2.12737055495381,-6.45135874394327,-4.39970769453794,6.81951105128974,2.3587802471593,0.318111707456409,1.97731926105917,1.40347517561167,5.94413674902171,-2.67249448224902,1.3530708476901,-4.59576011169702,-0.634195427410304,1.56345868948847,-0.20228254143149,-3.29094961751253,-4.70630143303424,-0.731969480402767,-8.49661296699196,5.9311663126573,-7.80262135434896,9.38332569319755,-5.92575903516263,-5.24321175646037,-0.113897733390335,9.50283386278895,-0.81680948846042,1.87274608295411,-1.14286311902106,6.89499407075346,7.22249699290842,0.832292898558081,2.99281537998468,11.2946060858667,8.81877041887489,12.0701708830893,8.36957410443575,10.7955679809675,9.86614884808659,9.36994872521607,12.7180569339543,11.628572139889,12.5491162016988,9.84025462064891,10.9605482174083,10.4821153217927,7.70403991919011,7.10447543300683,9.41245016176254,8.32694933284075,4.22556057572365,9.99048565980048,9.37055633403362,6.48168081417681,7.67266337759793,12.2964987251908,8.64234746899456,10.3367528831586,14.9511117162183,4.72410336602479,8.76970255747436,8.02954480517658,5.37298047915102,13.1854769587517,-19.8527148459107,-17.5682697631419,-19.4537385832518,-19.2910008598119,-16.3190777413547,-17.0437651406974,-18.9031720161438,-16.9625971373171,-18.4477642178535,-18.6127185542136,-19.5550921186805,-19.9118696991354,-18.9380772318691,-18.2397520449013,-19.4921608641744,-16.5406170394272,-18.6696694139391,-19.8055197391659,-18.5189999453723,-19.6071577537805,-16.5876928251237,-15.8015449065715,-19.8755902890116,-19.7052053175867,-18.5009031835943,-14.3986819777638,-18.8407431636006,-17.2225918062031,-18.3962831553072,-19.5104822330177,-16.7485597170889,-14.5877499785274,-16.6313450690359,-5.753078693524,-19.1527757328004,13.178993826732,17.2353732679039,17.2243541385978,17.3596621397883,17.1733707562089,17.2368674073368,18.6341374460608,17.0517331827432,16.2191567849368,17.2376593854278,15.6958714686334,19.2547860275954,7.54152056761086,13.5319957882166,19.2732163146138,19.4654215779155,19.3117824196815,19.9664816725999,17.4047053884715,19.9761267472059,19.0115514583886,19.0736226271838,17.6919523999095,19.9987727310508,18.1385311018676,17.4635741952807,19.9792129173875,9.4842862803489,19.1321327537298,18.3400074020028,17.3289091233164,18.0648002773523,18.6569461692125,7.25640106516132
