"Variables","VIF"
"clim_var48_mean_19007_20240102",3.98207363066167
"clim_var1_median_19007_20240102",3.62349865702816
"clim_var2_median_19007_20240102",3.53486573789704
"clim_var3_median_19007_20240102",3.90731276378708
"clim_var4_median_19007_20240102",3.19599847000257
"clim_var5_median_19007_20240102",3.67724425453241
"clim_var6_median_19007_20240102",3.86576449753084
"clim_var7_median_19007_20240102",3.06588731860862
"clim_var8_median_19007_20240102",3.66124961105188
"clim_var9_median_19007_20240102",3.34429116990258
"clim_var10_median_19007_20240102",3.81272494458596
"clim_var11_median_19007_20240102",4.68608427331029
"clim_var12_median_19007_20240102",3.15844277937714
"clim_var13_median_19007_20240102",3.03569248815853
"clim_var14_median_19007_20240102",2.87972175966569
"clim_var15_median_19007_20240102",3.52048956466637
"clim_var16_median_19007_20240102",3.08239505219621
"clim_var17_median_19007_20240102",4.27689771939334
"clim_var18_median_19007_20240102",3.26151419196333
"clim_var19_median_19007_20240102",3.55229588918525
"clim_var20_median_19007_20240102",3.7647011570766
"clim_var21_median_19007_20240102",4.05466119609574
"clim_var22_median_19007_20240102",3.40012032144471
"clim_var23_median_19007_20240102",3.1924985671883
"clim_var24_median_19007_20240102",3.30550063104108
"clim_var25_median_19007_20240102",3.60632567144485
"clim_var26_median_19007_20240102",3.39703810795173
"clim_var27_median_19007_20240102",3.3214215187518
"clim_var28_median_19007_20240102",3.61950840377367
"clim_var29_median_19007_20240102",3.59917430685946
"clim_var30_median_19007_20240102",3.07223603376931
"clim_var31_median_19007_20240102",2.93097836256546
"clim_var32_median_19007_20240102",3.4073456386305
"clim_var33_median_19007_20240102",3.65151661797375
"clim_var34_median_19007_20240102",3.37643860875318
"clim_var35_median_19007_20240102",3.59402796793891
"clim_var36_median_19007_20240102",3.78291622600242
"clim_var37_median_19007_20240102",3.30285628821446
"clim_var38_median_19007_20240102",3.7429966026785
"clim_var39_median_19007_20240102",3.79520285598027
"clim_var40_median_19007_20240102",3.10802154852245
"clim_var41_median_19007_20240102",4.26486677567462
"clim_var42_median_19007_20240102",3.63880455921755
"clim_var43_median_19007_20240102",4.20619031024026
"clim_var44_median_19007_20240102",3.57470444056527
"clim_var45_median_19007_20240102",3.5720583816672
"clim_var46_median_19007_20240102",4.07336772577171
"clim_var47_median_19007_20240102",3.48744496459127
"clim_var49_median_19007_20240102",4.06585974856696
"clim_var50_median_19007_20240102",3.33791103512733
"clim_var14_sd_19007_20240102",7.62350901411102
"clim_var1_mad_19007_20240102",3.61549176111655
"clim_var2_mad_19007_20240102",2.90957967049152
"clim_var3_mad_19007_20240102",4.35665990813545
"clim_var4_mad_19007_20240102",3.98696305736164
"clim_var5_mad_19007_20240102",3.52476185675154
"clim_var6_mad_19007_20240102",3.06537913513839
"clim_var7_mad_19007_20240102",3.65033053910157
"clim_var8_mad_19007_20240102",3.87454302248503
"clim_var9_mad_19007_20240102",4.30831695276514
"clim_var10_mad_19007_20240102",5.12132250470691
"clim_var11_mad_19007_20240102",3.33006412981021
"clim_var12_mad_19007_20240102",3.52336790362816
"clim_var13_mad_19007_20240102",3.80551920466861
"clim_var14_mad_19007_20240102",6.37261180127973
"clim_var15_mad_19007_20240102",3.34085233260627
"clim_var16_mad_19007_20240102",3.38581849680275
"clim_var17_mad_19007_20240102",3.62121015947869
"clim_var18_mad_19007_20240102",4.1320089466141
"clim_var19_mad_19007_20240102",3.19200722602973
"clim_var20_mad_19007_20240102",3.34830406631787
"clim_var21_mad_19007_20240102",3.86377142977318
"clim_var22_mad_19007_20240102",4.03049104999267
"clim_var23_mad_19007_20240102",3.30442113886542
"clim_var24_mad_19007_20240102",3.14506655685372
"clim_var25_mad_19007_20240102",3.75846451302367
"clim_var26_mad_19007_20240102",3.37804203461273
"clim_var27_mad_19007_20240102",4.6755969225142
"clim_var28_mad_19007_20240102",3.50835384530945
"clim_var29_mad_19007_20240102",3.91282571692862
"clim_var30_mad_19007_20240102",3.49653906579322
"clim_var31_mad_19007_20240102",4.56736022265277
"clim_var32_mad_19007_20240102",3.31809565496183
"clim_var33_mad_19007_20240102",3.60404958350255
"clim_var34_mad_19007_20240102",3.54651850010911
"clim_var35_mad_19007_20240102",4.51746140369792
"clim_var36_mad_19007_20240102",3.71913122831154
"clim_var37_mad_19007_20240102",3.64061182682215
"clim_var38_mad_19007_20240102",3.45282356927538
"clim_var39_mad_19007_20240102",3.31906954198013
"clim_var40_mad_19007_20240102",4.3398020745302
"clim_var41_mad_19007_20240102",3.30994947739114
"clim_var42_mad_19007_20240102",4.12235147393048
"clim_var43_mad_19007_20240102",3.71418744809829
"clim_var44_mad_19007_20240102",3.45179060131546
"clim_var45_mad_19007_20240102",3.0445230562078
"clim_var46_mad_19007_20240102",3.48371107809905
"clim_var47_mad_19007_20240102",3.83908277193561
"clim_var48_mad_19007_20240102",4.24216111320586
"clim_var49_mad_19007_20240102",3.79869030806303
"clim_var50_mad_19007_20240102",4.34457471328723
"clim_var1_min_19007_20240102",3.36625703105161
"clim_var2_min_19007_20240102",3.41079058704195
"clim_var3_min_19007_20240102",3.75029555496789
"clim_var4_min_19007_20240102",3.17953102054436
"clim_var5_min_19007_20240102",3.99714536376915
"clim_var6_min_19007_20240102",3.79281252393511
"clim_var7_min_19007_20240102",3.91625782126459
"clim_var8_min_19007_20240102",3.03601009538102
"clim_var9_min_19007_20240102",3.45027221983166
"clim_var10_min_19007_20240102",3.46546877087221
"clim_var11_min_19007_20240102",3.71637257566645
"clim_var12_min_19007_20240102",3.77383506920731
"clim_var13_min_19007_20240102",2.61492684011493
"clim_var14_min_19007_20240102",4.01606504537772
"clim_var15_min_19007_20240102",4.0893556445521
"clim_var16_min_19007_20240102",4.07091359328454
"clim_var17_min_19007_20240102",3.51986787593737
"clim_var18_min_19007_20240102",3.33639526239997
"clim_var19_min_19007_20240102",3.21206505444354
"clim_var20_min_19007_20240102",3.37206558589788
"clim_var21_min_19007_20240102",3.31263362975343
"clim_var22_min_19007_20240102",3.09913997400954
"clim_var23_min_19007_20240102",3.71330466749233
"clim_var24_min_19007_20240102",4.05270617993482
"clim_var25_min_19007_20240102",3.36763676205679
"clim_var26_min_19007_20240102",4.13731117689727
"clim_var27_min_19007_20240102",3.17503394684051
"clim_var28_min_19007_20240102",3.0335838016146
"clim_var29_min_19007_20240102",3.89361950283673
"clim_var30_min_19007_20240102",3.26973252873443
"clim_var31_min_19007_20240102",3.23022571503275
"clim_var32_min_19007_20240102",3.49320088120572
"clim_var33_min_19007_20240102",5.11280756666602
"clim_var34_min_19007_20240102",3.7132438806886
"clim_var35_min_19007_20240102",3.55569902019698
"clim_var36_min_19007_20240102",3.63461169684452
"clim_var37_min_19007_20240102",3.37641665583369
"clim_var38_min_19007_20240102",3.80413102396658
"clim_var39_min_19007_20240102",4.35503103052861
"clim_var40_min_19007_20240102",3.58331423465387
"clim_var41_min_19007_20240102",2.97845820908794
"clim_var42_min_19007_20240102",3.04212579665656
"clim_var43_min_19007_20240102",3.41830241994248
"clim_var44_min_19007_20240102",3.46802534644685
"clim_var45_min_19007_20240102",3.92780107392459
"clim_var46_min_19007_20240102",3.46037747363095
"clim_var47_min_19007_20240102",3.05651107252653
"clim_var48_min_19007_20240102",3.36222147612797
"clim_var49_min_19007_20240102",4.07692729168641
"clim_var50_min_19007_20240102",3.77955519955848
"clim_var1_max_19007_20240102",3.10116451917554
"clim_var2_max_19007_20240102",3.28044760810083
"clim_var3_max_19007_20240102",3.64723743805452
"clim_var4_max_19007_20240102",3.54186473111456
"clim_var5_max_19007_20240102",3.16961205130859
"clim_var6_max_19007_20240102",3.51611931543402
"clim_var7_max_19007_20240102",3.06066258243034
"clim_var8_max_19007_20240102",3.50042718230828
"clim_var9_max_19007_20240102",4.08202498652353
"clim_var10_max_19007_20240102",4.68157164549674
"clim_var11_max_19007_20240102",2.82457877173644
"clim_var12_max_19007_20240102",3.29010972793811
"clim_var13_max_19007_20240102",4.44874115495077
"clim_var14_max_19007_20240102",4.09326569755074
"clim_var15_max_19007_20240102",3.28893640641556
"clim_var16_max_19007_20240102",3.1002894510976
"clim_var17_max_19007_20240102",3.83028025947291
"clim_var18_max_19007_20240102",3.41276341840237
"clim_var19_max_19007_20240102",3.59651892215404
"clim_var20_max_19007_20240102",3.78114031775253
"clim_var21_max_19007_20240102",3.48927811970348
"clim_var22_max_19007_20240102",3.66098861794854
"clim_var23_max_19007_20240102",3.3365573339231
"clim_var24_max_19007_20240102",3.4290316781538
"clim_var25_max_19007_20240102",3.93286765772085
"clim_var26_max_19007_20240102",4.20357476229831
"clim_var27_max_19007_20240102",3.82334401909984
"clim_var28_max_19007_20240102",3.2951716302004
"clim_var29_max_19007_20240102",3.81392284359341
"clim_var30_max_19007_20240102",2.95114367602236
"clim_var31_max_19007_20240102",2.96135667209178
"clim_var32_max_19007_20240102",3.95353173265753
"clim_var33_max_19007_20240102",3.30873510302449
"clim_var34_max_19007_20240102",3.54872411539525
"clim_var35_max_19007_20240102",4.64783383999406
"clim_var36_max_19007_20240102",4.10282679678206
"clim_var37_max_19007_20240102",3.6688070121869
"clim_var38_max_19007_20240102",3.29741116359608
"clim_var39_max_19007_20240102",3.09164547066254
"clim_var40_max_19007_20240102",3.27166009699774
"clim_var41_max_19007_20240102",2.73927574419131
"clim_var42_max_19007_20240102",3.08330051082724
"clim_var43_max_19007_20240102",3.29175437422552
"clim_var44_max_19007_20240102",3.43565976592848
"clim_var45_max_19007_20240102",3.48760846398144
"clim_var46_max_19007_20240102",3.32733707085417
"clim_var47_max_19007_20240102",3.75351622013682
"clim_var48_max_19007_20240102",4.06573917316193
"clim_var49_max_19007_20240102",3.15377843396021
"clim_var50_max_19007_20240102",3.87664826896839
"Margalef_25067_2",4.48946117093465
"Shannon_25067_2",4.69871400409006
