"Variables","VIF"
"clim_var3_median_19007_20240102",1.75241996829747
"clim_var4_median_19007_20240102",1.82127559077045
"clim_var6_median_19007_20240102",1.77035193998385
"clim_var7_median_19007_20240102",1.68298116649827
"clim_var8_median_19007_20240102",1.57633909886404
"clim_var10_median_19007_20240102",1.6834491339583
"clim_var11_median_19007_20240102",1.98445637454267
"clim_var12_median_19007_20240102",1.60332991761419
"clim_var13_median_19007_20240102",1.84037495604146
"clim_var14_median_19007_20240102",1.79708485371376
"clim_var15_median_19007_20240102",1.80666404589456
"clim_var16_median_19007_20240102",1.83206694294535
"clim_var19_median_19007_20240102",1.60566506307163
"clim_var20_median_19007_20240102",1.8421996528129
"clim_var23_median_19007_20240102",1.75829789760247
"clim_var24_median_19007_20240102",1.86583590188351
"clim_var25_median_19007_20240102",1.90942128412998
"clim_var26_median_19007_20240102",1.89384275475361
"clim_var27_median_19007_20240102",1.88896755959839
"clim_var28_median_19007_20240102",1.97851502519946
"clim_var29_median_19007_20240102",1.80763010737389
"clim_var30_median_19007_20240102",1.75046401014165
"clim_var31_median_19007_20240102",1.6580697398095
"clim_var32_median_19007_20240102",1.75709361415329
"clim_var33_median_19007_20240102",1.63998705103139
"clim_var34_median_19007_20240102",1.8361068453374
"clim_var35_median_19007_20240102",1.77456762811752
"clim_var36_median_19007_20240102",1.48731118976277
"clim_var37_median_19007_20240102",1.79199970252676
"clim_var39_median_19007_20240102",1.88587734011833
"clim_var40_median_19007_20240102",1.72559801145023
"clim_var44_median_19007_20240102",1.89159876187279
"clim_var45_median_19007_20240102",1.84170587353981
"clim_var49_median_19007_20240102",1.94904474803365
"clim_var50_median_19007_20240102",1.83326523137673
"clim_var1_mad_19007_20240102",1.82825566350763
"clim_var2_mad_19007_20240102",1.85627636047234
"clim_var3_mad_19007_20240102",1.58583045383528
"clim_var5_mad_19007_20240102",1.61850207512089
"clim_var6_mad_19007_20240102",1.68261959176876
"clim_var12_mad_19007_20240102",1.89006422667989
"clim_var13_mad_19007_20240102",1.76550034771767
"clim_var14_mad_19007_20240102",1.99645365360475
"clim_var15_mad_19007_20240102",1.6880877642241
"clim_var19_mad_19007_20240102",1.79456530391876
"clim_var20_mad_19007_20240102",1.9316550358045
"clim_var21_mad_19007_20240102",1.8629060155184
"clim_var23_mad_19007_20240102",1.83450646800657
"clim_var24_mad_19007_20240102",1.79924171004387
"clim_var29_mad_19007_20240102",1.83669424795442
"clim_var30_mad_19007_20240102",1.84832130028222
"clim_var32_mad_19007_20240102",1.77741761898726
"clim_var33_mad_19007_20240102",1.73775617926349
"clim_var34_mad_19007_20240102",1.73247197274724
"clim_var35_mad_19007_20240102",1.88036602236534
"clim_var36_mad_19007_20240102",1.75075032416294
"clim_var37_mad_19007_20240102",1.86853048969806
"clim_var38_mad_19007_20240102",1.76880328707846
"clim_var39_mad_19007_20240102",1.92521991126499
"clim_var41_mad_19007_20240102",1.89753730986175
"clim_var42_mad_19007_20240102",1.83095023246151
"clim_var43_mad_19007_20240102",1.97169896178942
"clim_var44_mad_19007_20240102",1.92659125152797
"clim_var45_mad_19007_20240102",1.69787651160261
"clim_var47_mad_19007_20240102",1.82795860058677
"clim_var50_mad_19007_20240102",1.58917469174532
"clim_var1_min_19007_20240102",1.80054951224077
"clim_var2_min_19007_20240102",1.82074726659631
"clim_var4_min_19007_20240102",1.68666170716314
"clim_var8_min_19007_20240102",1.60382955355366
"clim_var9_min_19007_20240102",1.53417370308802
"clim_var10_min_19007_20240102",1.82727678899248
"clim_var11_min_19007_20240102",1.7962753374203
"clim_var13_min_19007_20240102",1.72151385599963
"clim_var16_min_19007_20240102",1.72185164428606
"clim_var17_min_19007_20240102",1.67912337364577
"clim_var18_min_19007_20240102",1.69368275608734
"clim_var20_min_19007_20240102",1.92616477481659
"clim_var21_min_19007_20240102",1.7557890062203
"clim_var22_min_19007_20240102",1.73074216034745
"clim_var23_min_19007_20240102",1.90228676597697
"clim_var24_min_19007_20240102",1.99150811352466
"clim_var25_min_19007_20240102",1.81913524080947
"clim_var26_min_19007_20240102",1.83331074159941
"clim_var27_min_19007_20240102",1.71924092192852
"clim_var28_min_19007_20240102",1.74253659494456
"clim_var29_min_19007_20240102",1.96818734148538
"clim_var30_min_19007_20240102",1.84731342116117
"clim_var31_min_19007_20240102",1.75803596285582
"clim_var32_min_19007_20240102",1.7833776433213
"clim_var35_min_19007_20240102",1.81742436098572
"clim_var37_min_19007_20240102",1.75759441344451
"clim_var38_min_19007_20240102",1.75722504927148
"clim_var40_min_19007_20240102",1.68109049342283
"clim_var41_min_19007_20240102",1.72599338927777
"clim_var42_min_19007_20240102",1.54335985913613
"clim_var43_min_19007_20240102",1.9449009791669
"clim_var44_min_19007_20240102",1.93744061987292
"clim_var46_min_19007_20240102",1.75888866929853
"clim_var47_min_19007_20240102",1.66938276814917
"clim_var48_min_19007_20240102",1.46131043434183
"clim_var1_max_19007_20240102",1.81146822217154
"clim_var2_max_19007_20240102",1.81921412757965
"clim_var5_max_19007_20240102",1.65586679229347
"clim_var7_max_19007_20240102",1.64858077093518
"clim_var9_max_19007_20240102",1.6581699242513
"clim_var11_max_19007_20240102",1.64079375028891
"clim_var12_max_19007_20240102",1.84873944495306
"clim_var14_max_19007_20240102",1.93839294141977
"clim_var16_max_19007_20240102",1.62217613372444
"clim_var17_max_19007_20240102",1.52891901879911
"clim_var18_max_19007_20240102",1.78816117386484
"clim_var19_max_19007_20240102",1.85518708498075
"clim_var20_max_19007_20240102",1.87329034925486
"clim_var21_max_19007_20240102",1.81989514505005
"clim_var22_max_19007_20240102",1.63693413651704
"clim_var23_max_19007_20240102",1.89451523448263
"clim_var24_max_19007_20240102",1.88546575659221
"clim_var26_max_19007_20240102",1.8144029677197
"clim_var27_max_19007_20240102",1.87788159175124
"clim_var28_max_19007_20240102",1.83981168835335
"clim_var30_max_19007_20240102",1.59864319669701
"clim_var31_max_19007_20240102",1.73045631259754
"clim_var34_max_19007_20240102",1.70356998029068
"clim_var38_max_19007_20240102",1.82188476506149
"clim_var39_max_19007_20240102",1.90098786861203
"clim_var41_max_19007_20240102",1.76076838813915
"clim_var42_max_19007_20240102",1.65692613537079
"clim_var43_max_19007_20240102",1.78539493220858
"clim_var44_max_19007_20240102",1.82028974039765
"clim_var46_max_19007_20240102",1.743741139777
"clim_var47_max_19007_20240102",1.81797214935738
"clim_var48_max_19007_20240102",1.70330425410707
"clim_var49_max_19007_20240102",1.69559655810524
"Shannon_25067_2",1.73761591281638
