"Variables","VIF"
"clim_var48_mean_19007_20240102",3.97821170101977
"clim_var1_median_19007_20240102",3.54310795631963
"clim_var2_median_19007_20240102",3.46694329619945
"clim_var3_median_19007_20240102",3.68193945762844
"clim_var4_median_19007_20240102",3.11850843689742
"clim_var5_median_19007_20240102",3.66532853771686
"clim_var6_median_19007_20240102",3.82082329182076
"clim_var7_median_19007_20240102",3.02276307972058
"clim_var8_median_19007_20240102",3.61823076822324
"clim_var9_median_19007_20240102",3.30631518564084
"clim_var10_median_19007_20240102",3.80721386048729
"clim_var11_median_19007_20240102",3.51823671558654
"clim_var12_median_19007_20240102",3.137206738989
"clim_var13_median_19007_20240102",3.01810775099612
"clim_var14_median_19007_20240102",2.86787339391077
"clim_var15_median_19007_20240102",3.4098604467735
"clim_var16_median_19007_20240102",2.98823491399785
"clim_var17_median_19007_20240102",3.90287356060923
"clim_var18_median_19007_20240102",3.25908574310194
"clim_var19_median_19007_20240102",3.2682491686907
"clim_var20_median_19007_20240102",3.60297109477855
"clim_var21_median_19007_20240102",3.7556493420758
"clim_var22_median_19007_20240102",3.38374646153656
"clim_var23_median_19007_20240102",3.14297868079945
"clim_var24_median_19007_20240102",3.27025773996735
"clim_var25_median_19007_20240102",3.45799678339741
"clim_var26_median_19007_20240102",3.25013856659324
"clim_var27_median_19007_20240102",3.25051803779858
"clim_var28_median_19007_20240102",3.53133655359459
"clim_var29_median_19007_20240102",3.58247461101663
"clim_var30_median_19007_20240102",3.04998683646164
"clim_var31_median_19007_20240102",2.84822631710725
"clim_var32_median_19007_20240102",3.18043737376412
"clim_var33_median_19007_20240102",3.50864852379888
"clim_var34_median_19007_20240102",3.32407703622843
"clim_var35_median_19007_20240102",3.51146874150841
"clim_var36_median_19007_20240102",3.5847381155973
"clim_var37_median_19007_20240102",3.29416374176307
"clim_var38_median_19007_20240102",3.69290877536627
"clim_var39_median_19007_20240102",3.74763734992661
"clim_var40_median_19007_20240102",3.06759631336662
"clim_var41_median_19007_20240102",4.24125944995014
"clim_var42_median_19007_20240102",3.54204225717081
"clim_var43_median_19007_20240102",4.19425375680359
"clim_var44_median_19007_20240102",3.55930595025233
"clim_var45_median_19007_20240102",3.56605741690043
"clim_var46_median_19007_20240102",4.06694292579348
"clim_var47_median_19007_20240102",3.36104436392413
"clim_var49_median_19007_20240102",3.78563960256323
"clim_var50_median_19007_20240102",3.28598589196029
"clim_var1_mad_19007_20240102",3.44253205229227
"clim_var2_mad_19007_20240102",2.89633144167782
"clim_var3_mad_19007_20240102",4.25912332759205
"clim_var4_mad_19007_20240102",3.7849374639231
"clim_var5_mad_19007_20240102",3.32461616625141
"clim_var6_mad_19007_20240102",3.05529473028394
"clim_var7_mad_19007_20240102",3.6345434566343
"clim_var8_mad_19007_20240102",3.75487724598641
"clim_var9_mad_19007_20240102",4.26927743275321
"clim_var11_mad_19007_20240102",3.30961990792952
"clim_var12_mad_19007_20240102",3.47881435800703
"clim_var13_mad_19007_20240102",3.51481815715669
"clim_var14_mad_19007_20240102",3.99349533634681
"clim_var15_mad_19007_20240102",3.329309620984
"clim_var16_mad_19007_20240102",3.34646933188649
"clim_var17_mad_19007_20240102",3.58046104414166
"clim_var18_mad_19007_20240102",4.02806377369387
"clim_var19_mad_19007_20240102",3.14645822548649
"clim_var20_mad_19007_20240102",3.30380487138158
"clim_var21_mad_19007_20240102",3.77574249650285
"clim_var22_mad_19007_20240102",3.79534035707236
"clim_var23_mad_19007_20240102",3.29548350292238
"clim_var24_mad_19007_20240102",3.1128187934959
"clim_var25_mad_19007_20240102",3.73564607819588
"clim_var26_mad_19007_20240102",3.34414527478213
"clim_var27_mad_19007_20240102",4.51988446236278
"clim_var28_mad_19007_20240102",3.50374303675986
"clim_var29_mad_19007_20240102",3.67736349346407
"clim_var30_mad_19007_20240102",3.37019302874414
"clim_var31_mad_19007_20240102",4.1926969561666
"clim_var32_mad_19007_20240102",3.2315625847813
"clim_var33_mad_19007_20240102",3.5391370971873
"clim_var34_mad_19007_20240102",3.50398222789853
"clim_var35_mad_19007_20240102",4.12671222742547
"clim_var36_mad_19007_20240102",3.35768622137194
"clim_var37_mad_19007_20240102",3.60564189027582
"clim_var38_mad_19007_20240102",3.42114379780008
"clim_var39_mad_19007_20240102",3.29940525807029
"clim_var40_mad_19007_20240102",4.14124582810963
"clim_var41_mad_19007_20240102",3.28078940830907
"clim_var42_mad_19007_20240102",3.72373375149207
"clim_var43_mad_19007_20240102",3.61732844978972
"clim_var44_mad_19007_20240102",3.31700773437868
"clim_var45_mad_19007_20240102",2.88470237424812
"clim_var46_mad_19007_20240102",3.44637117375465
"clim_var47_mad_19007_20240102",3.72979548567673
"clim_var48_mad_19007_20240102",3.7629061344241
"clim_var49_mad_19007_20240102",3.73723591082667
"clim_var50_mad_19007_20240102",4.22729058588311
